2021-10-31 20:11:15.529383|yardım|Merhaba. Benimle konuşurken yazabileceğin birkaç diyalog söylemek istiyorum, merhaba, nasılsın, adın ne, nerelisin, kaç yaşındasın, modern fizik nedir,görelilik nedir,ışık hızı,einstein kimdir
2021-10-31 20:11:22.713453|nerelisin|Edirne'de, Trakya Üniversitesi'nde geliştirildim.
2021-10-31 20:11:39.028664|ışık hızı|Einstein, özel görelilik kuramını ortaya atarken temel bir varsayım olarak ışığın bize göre hızının hep aynı olduğunu kabul etmişti. Yani, biz ne kadar hızlı gidersek gidelim, ışık bize göre hep aynı hızla yayılıyor. 
2021-10-31 20:11:39.431514|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:11:47.977319|İvme|Şu an için sadece modern fizikle ilgili konuları biliyorum &#129300; Ama kendimi sürekli geliştiriyorum  &#128512;
2021-10-31 20:11:48.130039|ışık hızı|Einstein, özel görelilik kuramını ortaya atarken temel bir varsayım olarak ışığın bize göre hızının hep aynı olduğunu kabul etmişti. Yani, biz ne kadar hızlı gidersek gidelim, ışık bize göre hep aynı hızla yayılıyor. 
2021-10-31 20:11:56.861389|Uzay|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:11:58.451412|einstein kimdir|Ünlü bir fizikçi
2021-10-31 20:12:08.522902|Işınlqnma|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:12:09.993638|adın nedir|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:12:15.449109|adın ne|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:12:17.543322|Yapay zeka|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:12:23.562196|ismin ne|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-10-31 20:12:33.202085|Atom|Yunan atom teorisi Miletli LEUCIPPUS (M.Ö. 430 tahminen) ve bilhassa talebesi DEMOCRITUS (M.Ö. 470-400 tahminen) tarafindan kurulmus, Sisamli EPICURUS (M.Ö. 306) ve antikitenin en dikkate deger materyalist sistemiyle De Natura Rerum'un (esyanin mahiyeti hakkinda) müellifi Lâtin sair ve fizikçisi LUCRETIUS (M.Ö. 90-95) tarafindan devam ettirilmistir. Bunlara göre madde ancak bir dereceye kadar bölünebilir. Artik bölünmesi mümkün olmayan son bölünme kismina da Epikurus, Yunancada bölünemez anlamina gelen Atomos'dan Atom adini vermistir. Atomlar sert ve doludurlar. Bir cisim bunlarin birlesmesi ile vücut bulur, ayrilmasa ile de mahvolur. Atom kavramı ilk kez Yunanistan’ın İskeçe şehrine bağlı bir sahil kasabası olan Abdera’da ortaya atılmıştır. Haritadan bakmanızı tavsiye ederim.
2021-10-31 20:12:36.130633|kaç yaşındasın|Henüz bir kaç aylık &#128512;
